Probability of Winning
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
results/game17.truth,   164,   167,   166,   167,   165,   172,   165,   121,   161,   142,   171,
results/game18.truth,   165,   168,   167,   166,   164,   160,   160,   122,   165,   143,   164,
results/game19.truth,   169,   172,   168,   167,   166,   164,   171,   118,   167,   142,   175,
results/game20.truth,   171,   164,   179,   166,   167,   169,   165,   116,   164,   142,   169,
results/game21.truth,   162,   102,   161,   108,   157,   110,   135,   119,   115,   135,   144,
results/game22.truth,   159,   104,   155,   113,   168,   107,   136,   128,   103,   129,   142,
results/game23.truth,   162,   108,   162,   110,   158,   115,   138,   119,   103,   138,   146,
results/game24.truth,   162,   100,   161,   107,   152,   115,   137,   122,   114,   134,   148,
results/game25.truth,   161,   106,   162,   114,   158,   111,   135,   123,   108,   135,   149,
results/game26.truth,   158,   106,   160,   107,   157,   106,   136,    69,    99,   128,   137,
results/game27.truth,   158,   107,   152,   106,   158,   103,   138,    68,   100,   129,   136,
results/game28.truth,   155,   109,   160,   111,   154,   107,   132,    67,   100,   131,   139,
results/game29.truth,   157,   106,   154,   106,   152,   105,   138,    70,    98,   131,   144,
results/game30.truth,   154,   113,   160,   111,   155,   105,   133,    66,    95,   130,   138,
results/game31.truth,   153,   110,   158,   105,   158,   106,   135,    70,    96,   133,   139,
results/game32.truth,   156,   105,   159,   107,   156,   106,   136,    67,    93,   133,   140,
results/game33.truth,   156,   107,   155,   109,   154,   106,   136,    67,   101,   135,   142,
results/game34.truth,   158,   113,   153,   105,   160,   106,   132,    63,   103,   131,   140,
results/game35.truth,   160,   109,   155,   107,   158,   108,   134,    67,    97,   129,   138,
results/game36.truth,   158,   109,   157,   111,   156,   106,   132,    65,    99,   133,   138,
results/game37.truth,   156,   109,   153,   111,   154,   106,   130,    65,    91,   131,   134,
results/game38.truth,   154,   113,   155,   109,   160,   106,   134,    65,    91,   129,   138,
results/game39.truth,   158,   109,   155,   109,   150,   104,   136,    63,    93,   129,   140,
results/game40.truth,   158,   113,   155,   105,   156,   106,   136,    63,    93,   131,   140,
results/game41.truth,   158,   107,   155,   109,   158,   106,   136,    63,    93,   131,   140,
results/game42.truth,   158,   107,   155,   109,   154,   106,   136,    63,    93,   131,   140,
results/game43.truth,   158,   109,   155,   109,   156,   106,   136,    63,    93,   131,   140,
results/game44.truth,   158,   109,   157,   109,   158,   104,   136,    63,    93,   131,   140,
results/game45.truth,   158,   109,   157,   109,   158,   106,   136,    63,    93,   131,   140,
results/game46.truth,   158,   109,   157,   109,   158,   106,   136,    63,    93,   131,   140,
results/game47.truth,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
results/game48.truth,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
